comment_text,label,is_test
Fradulent claim I am most certainly not a sockpuppet of TheChief please retract your fradulent claim at once,0,0
That is quick if we only limit the discussion for changing the title but considering the previous discussions for months can have a valid reason for the move,0,0
July UTC PS Feel free to leave a message on my talk page if you need help with anything or simply wish to say hello,0,0
And of course Peiser is more than just a social anthropologist Hes one whose recent research has focused primarily on the social aspects of climate change and is thus at least as qualified to comment on the state of consensus as a historian Regarding his study it hasnt been published in a peerreviewed journal but the results have appeared in many reliable sources In effect it should be treated no differently than as if Peiser himself or any other scientist had verbally relayed the conclusions directly to a reporter Literally tens of thousands of Wiki articles contain such references direct quotes from scientists which appear in no other source but through the medium of a reputable reporter,0,0
Hi Hi good day My deepest apologies that I had made the change I had made the change it was because I was there On the day I was there on the day when they are all line up the most straightest one straight line the most biggest the most brightest and highest star in the sky over my head when the clock strikes exactly at the noon on that day The date which I provided It was the most beautiful thing I ever see I know many thing need prove but I know what I saw that day It is up to you now but it was okay if black and white prove to be needed I dont have any My sincere apologies for the trouble I had cause you I am from south east Asia Im a Asia and I came from a very traditional Chinese family have a pleasant day,0,0
It looks to me like he is violating WPNPA but its pretty minor Ill point this out to him and if you two are having a content conflict then you can try the Mediation Cabal By the way its generally easier to sign with than typing out Have a stop by in the IRC channel if you want further advice by the way Talk,0,0
A pat on the head KC you are one of the most dedicated Wikipedians I know and Im madly in love with you Id give you a Barnstar but in the end youd just chew it up and bury it Instead let me offer this metaphorical pat on the head Thatll do Pup thatll do see you around Tropics,0,0
Note that the Sandbox is the right place to experment Thanks,0,0
friesers opinion is simple i guess kursk was no turning point german were on retreat before and after i think hes correct russians had more personnel before and after they improved their skill glantz this in combination forced germans to retreat only the losses were not the problem after the battle of kursk the tanks and infantry strenghts were more in favor for germans then before some weeks after kursk german tank strenghters were higher than before kursk zetterling,0,0
Oh I didnt know thanks,0,0
Lois Roisman Your piece on Lois Roisman omitted much of her background and everything to do with her death I have updated it Please review if theres anything you want to add,0,0
know the sex of the foetus,0,0
May,0,0
Sorry the link you gave me is dead And I formatted in harvnb so plz help in that matter,0,0
REPLY ABOVE That was me loser The UN defines Vietnam to be part of Southeast Asia And far as I know Vietnam is part of ASEAN and used to be part of French Indochina with Laos and all those shit countries Anyway your culture has always been more influenced by SEA than Han Chinese as in proper Yangtze Han Chinese not the fringe indigenous tribes in GuangzhouGuangxi Just admit that you vietnamese are all a bunch of wannabe crap people ALL the east asian people Ive spoken to thinks of Vietnam as a very integral part of SEA and we all think youre backward dirty and speak in a horrible swearing language Doesnt matter what crap you spout on Wikipedia wont change the way people in the real world think,0,0
August wow i understand that the sentance I added was not crucial and really does not change the content But what is this has the community not gotten smaller was it not caused by the automobile have I not sourced the statement as asked is it not a fact is it not information does it not help inform people as to why foresters falls is not as large as it seemingly once was is it not the only peice of information in the article that bridges the span of time between and present is the usfullness of the edit the only criteria used to determine if it will be reverted or not if so it should be noted that I simply readded the information after it was removed was not the removal frivilous and unwarranted what is the problem why insist on the absence of this statement it is unjustifiable it is negligible I am re adding the information as it is Afactual B sourced and C informative I assume that since there is no reason to remove it again or in the first place that you and all other Wiki Nazis will relax If you are concerned with useless edits please see the edit fom the th I know it was carried out by the great infallable Mindmatrix but imho that was the first useless change,0,0
ETA John D Haynes House SarekOfVulcan talk,0,0
new userbox TABTAB id TABTAB idc White TABTAB info This user is a faggot TABTAB infoc LightBlue TABTAB borderc Black TABTAB usercategory LGBT Wikipedians TABTAB nocat TABTAB TABTAB TABTAB This template automatically categorizes the user in LGBT,0,0
December UTC Mendel doesnt talk about those changes at all Mendel was refering to the Conspiracy section that used to be there,0,0
Please do not vandalize pages as you did with this edit to Budweiser AnheuserBusch If you continue to do so you will be blocked from editing echo,0,0
Correct Dead is dead There are however leves of wounds hence the emphasis when they are serious This is not a POV adjective,0,0
I fixed the pic if anyone still feels that it should move it can be done THE VOICES,0,0
George W Bush approval rating graph The circle for the September th attacks looks too far right Think you could update it Why are the data points post omitted,0,0
Sorry to interrupt but Im at edits now the first were likely just on my own pages and because I was asking for help so much so maybe just or maybe less but it still kind of counts Amulet,0,0
Absolutely use of that word is strongly misleading even with like The structure had nothing to do with mastaba a burial chamber basicly Mastaba by definition has entran ceinner space This structure was one solid pile of rocks with no inner space or entrances It was ment as a wall fragment,0,0
I just noticed that the neutrality of this article is disputed not by me In light of that I again ask that my post here and my invitation to discuss how and whether neutrality can be achieved not be deleted It is highly relevant and relatively urgent bearing in mind the rule that there are no emergencies on Wikipedia in time convergence on Truth will be achieved,0,0
editors dont care about your explanations if theyre not accompanied by reliable published sources I could explain why I thought dogs ate cats but I would get the same reception if I didnt provide sources Stop edit warring and present sources talk to me,0,0
About Mitch moved to Yggdrasill I have no idea it wasnt me on doing that,0,0
Sockpuppets and impersonators The two above sockpuppetimpersonator accounts including,0,0
Oh also wouldnt films that are named Three or some variation thereof be listed on the disambig page and not on here JUST WONDERING BECAUSE IT MAKES MUCH MORE SENSE TO ME I apologize in advance for certain individuals who are too sensitive to hear the truth,0,0
Review Request Hi Id like to request KLM for a GAclass review Can anyone do that It seems to have many similar stuff to other GAs such as Kenya Airways and Ethiopian Airlines Cheers BreaksFixes,0,0
I dont at all propose that it should be transcribed as men in this or any other article If anything at all just a brief mention of the raising of TRAP and MOUTH in a prenasal environment would suffice I just thought it was an American thing to raise before nasals I do it myself but I often hear Aussies do it quite a bit as well and I dont hear English people do it at all The only difference is that Americans have a tendency to diphthongize it as well as raising it Im not really surprised you dont have a broad accent being a Wikipedian Im not saying its not possible Youre right I was just kind of thinking aloud,0,0
Homosexuals are intent on legitimizing their behavior Therefore they will seize any opportunity to suggest that famous persons are gay In this way their way of life will be received as being not only harmless but perfectly normal As generations of people grow from childhood to maturity and are exposed to this strategy they increasingly develop a tolerance for homosexuality In this way it is now almost universally accepted as a diverse or alternate behavior or way of being similar to a religion race or nationality Lestrade,0,0
Al Messier This article was a nonnotable biography according to the criteria set out in WPBIO aeropagitica,0,0
Link to Sacramento I placed a wikipedialink in this article where the word Sacramento appears Another editor who appears to be stalking me and is reverting everything that I do claims that I am overlinking by doing this I have read the policy and think I understand it and I disagree with him The word Sacramento was not linked anywhere else in this article before I made the link and I think that my link provided good context for a reader who did not know Walnut Creek but thought that maybe they knew Sacramento Was there anything wrong with my link I would like someone objective to give their opinions,0,0
Reliable sources indicate otherwise Please do not insert your personal analysis into the article talk,0,0
I did research thank you very much and it is not in the relevance of the article I think you may have to reseacrh WPEL to amke sure you realise the facts about why these links are being deleted I am willing to agree with people that only the official sites should be there therefore I shall delete the game site and the otehrs now,0,0
A TotallyDisputed notice would probably be appropriate given the depth of disagreement that exists here but I cannot understand why highlighting statements identified by some as dubious would constitute disfiguring the article SlimVirgin has also used that wording recently but I rather think that inaccurate and irrelevant information is more of a disfigurement than is a template notice To answer your second question my side has brought forward a proposal and the other side has not yet responded This is sadly consistent with recent patterns of delay Ill make no comment on whether or not this is a deliberate strategy,0,0
Ive abused NOTHING Your threats are extremely disrespectful to the rules of Wikipedia All I have ever done is tried to improve the quality of Wikipedia articles and maintain the standards of quality I should NOT be treated like a vandal who only registered to muck up articles My account should not be blocked I should be an administrator,0,0
Invite Hi I still did not have time to write the articles about the fundamentals of the Romani culture and society that would have permitted a normal presentation beyond the stereotypes I hope in the near future Ill manage to do it From the last discussion I just managed to organize better CategoryRomani people by country and CategoryRomani people by occupation and create some more articles about Romani persons,0,0
I asked him a question about recall maybe that would make you less troubled account,0,0
says no consensus was ever reached as he reverted my edits here,0,0
I FIND IT DIFFICULT TO CONTROL MY EMOTIONS and I still feel that Mr Logy Wogy was bad,0,0
Attacking another editor How I am trying to make a point about how easy it is to edit Wikipedia and his piece on George Orwells page proved my point It is common place for Wikipedians to help each other make better and a lot lesser bias edits and that is all i was trying to do So if you wouldnt mind please could you remove that warning,0,0
Please see ref of this article mentioned by Wikipedia for Youngest Patent holder of India Moreover I mentioned about news latest book about real life heroes by providing notable reliable reference Do not you feel DNA group is reliable notable reference as Its page exists on Wikipedia Do you really believe that what ever or who so ever provide information for this article is having bad intentions In your words sockmeatpuppets Did i askedsuggested anything from you to edit or write I am a free man to send information You are a free person to analyse it Are you above Wikipedia When ref of this article mentioned by Wikipedia for Youngest Patent holder of India for the subjectWhy you speak in bad wordsYour words verbatim Any book or review which repeats the Indias youngest patent holder and the youngest disabled patent holder in the world claim that Bhati and his supporters are pushing fails as a reliable source How can you discourage people from sending information which is relevant reliable notable,0,0
Randroide Answers to Next Step Guys I do not see you taking steps to WikipediaRequests for mediation I can not do this job because I always connect from filtered institutional netaccess and following those steps could result in new undesired controversial truncation of words by the software I do not want that happenning Could you please follow the instructions in the link I provided Thank you Randroide answers to New reference by Burgas At last we agree on somethingof course that the new section is a good idea The false suicidal terrorists from PRISA will also be included there Come oooooon boys start writing that section I do not want all the kudos for myself The new proposed article is by now an effort made only by me But remember NPOV and sources all the sources Just like me citing El Pas in the section about the doubts about the genuineness of the th bomb Cheers Indeed a good point And all the remarks in COPE too And the moral certitudes of Mariano Rajoy published in El Mundo I agree with you Larean What Randroide omits to mention on the section about the th bomb is that he only added balancing references when I insisted that he do so the original version he created was entirely POV as is much of the rest of the proposed article Also all the sources that he added from El Pais are only available to subscribers NPOV it is not You are right Southofwatford in your Randroide omits section If you have not subscription to El Pas I am sorry but thats your problem My institutional access also has some advantages like paid access to El Pas and many many other publications and books Thats one of the reasons for my exclusive use of filtered Internet accesss Its much easier for me to work here due to the easy availability of sources Do you see The truncation of words is offsett I think by better sources BTW if you write under a Randroide answers section you are Invading my space I do not mind really But you are doing it Risking new truncations on your messages To avoid this please write OUTSIDE Randroide answers sections If you think that the proposed article is POV work in it to make it NPOV The article is not mine Ill take the risk of you truncating the reply and put it here its very short The issue is not whether I subscribe to El Pas its whether the people who read an article in the English Wikipedia subscribe to it All sources used should be accessible to all readers of the article putting in a source that readers will not be able to see just so you can claim the article is NPOV is to my mind completely unreasonable All sources used should be accessible to all readers of the article Very funny Southofwatford I am going to follow this joke of yours Please propose also the deletion of all books as sources because did you know there is always someone without this or that book Delete all references to TV or radio stations because that user in Brazil has no TV and no radio at home Delete all the references in spanish because did you know there are users who know no spanish Its a pleasure to read this kind of funny jokes really I had a good laugh UserSouthofwatford How strange that you should find it so funny after all most of the sources we are providing should enable users to find out more information about what is being sourced so to deliberately choose sources that require those users to pay to see the information is not funny its simply bizarre Equally in the English Wikipedia I would argue that choosing a Spanish or other foreign language source when an equally valid source exists in English does not make sense except perhaps to those who are too busy laughing your cynicism is evident in your response,0,0
Hence why I removed it content of that nature is not suitable for wikipedia proscribed by WPNOT but perhaps for one of its sister projects such as wikia,0,0
Pirating incident Ive removed this statenment as it doesnt really relate to the episode much plus its kinda off topic,0,0
And check this out,0,0
New User Hello Gogo Dodo I am a new user on wikipedia and just wanted to ask if my new page could be removed from the deletion list My new page is Kaburst and i still have a lot i want to do with it I think the reason it was considered is because it starts off like it should be in wiktionary but yeah just give me some time to make it better Thanks,0,0
Regarding edits made during December UTC to Jos Mourinho Thank you for experimenting with Wikipedia Your test worked and it has been reverted or removed Please use the sandbox for any other tests you may want to do Take a look at the welcome page to learn more about contributing to our encyclopedia If this is an IP address and it is shared by multiple users ignore this warning if you did not make any unconstructive edits,0,0
December Hello and welcome Although everyone is welcome to contribute at least one of your recent edits such as the one you made to Smoke bomb with this edit did not appear to be constructive and has been reverted or removed Thank you,0,0
You are wrong Although I was blocked on some occasions I was never blocked for Sockpuppetry or Vandalism It was because of disputes on multiple topics with various socks of userHkelkar userVandalPetrol both of which are permabanned I have never used any other account If you are permitted to edit then you should get other accounts deleted which says you are indeffed NoBlast,0,0
i only deleted personal attacks,0,0
Please please continue Tell me what you really think,0,0
An important message Block me I can live with it The mess thats being made of Parker v District of Columbia is why Wikipedia cant rise above the level of a sophisticated Blog The Controversy section doesnt belong there in the first place and the fact that you and other nonexperts are issuing warnings indicates Wikipedia has become a sandbox for idiots Sorry I cant be more polite but thats the long and short of it,0,0
Im moving this to the talk page,0,0
Very well I see that consensus has formed to show that they are indeed not POv but bad judgement on my part Thanks for the comments anywayColdplay Exprt Lets talk,0,0
Heritage from village in macedonian Sources claim that the village was pure Slavic,0,0
The organization of subtopics Culture is thrown way down towards the end after economy and tourism which is inappropriate The information section is unnecessarily loaded with history and detailed geography which makes it not only uninteresting but also repetitive Information is interspersed all through the subsections without regard to whether or not they fit there Eg the Geography section starts with the fact that UP is the th largest state That is not strictly geography and belongs in the introduction Climate belongs towards the latter part of the page perhaps before toursim Regions and cities is not such an interesting combination In any case Cities of Uttar Pradesh can be an interesting topic on its own because UP has several interesting cities and regions each with specialities of its own like the copperware of Moradabad ceramics of Khurja and carpets of Bhadohi In fact I remember there used to be such information in the article before,0,0
I dont know the answer to this but Legally how is it possible for a private citizen to violate another private citizens civil rights I dont know if this is the section Nelson was charged under in the federal case but if anyone could explain this I would appreciate it You can argue whether or not the outcome of the state murder trial was justified thats really not my concern here since its a dead letter Im concerned about whether the subsequent civil rights prosecution was legal If the state murder acquittal was a miscarriage of justice its not the first time Look at Issei Sagawa Part of having a mature understanding of this sort of thing is to realize that the criminal justice system isnt perfect and that it is inevitable that innocent people will be convicted and that guilty people will be acquited from time to time Thats the price you pay for having a legal system in the end someone has to make the decision and sometimes they may not necessarily get it right I dont think its going out on a limb to say that the Sagawa case is completely beyond all reasonable belief,0,0
Decesed group members Ive seen a few articles where band members have their name sollowed by deceased Whats wrong witht that Its just a little extra information for people who do not already know this Surely this is the main reason such the articles exist in the first place or even why the whole wikipedia site exists Whats so bad about adding this word after peoples names if they are no longer with us It is factual nonopinionative and does not slate them in anyway,0,0
Fatima bint Asad I noticed you added a large chunk to this article recently Could you post your sources webpages books etc It would be really helpful Thanks July UTC,0,0
I added information about Mayor de Blasios announced decisions about Charter Schools but someone removed the factual information because they said it was not referenced It was factual but not referenced I tired to add the information again with references but was not successful I correctly added the race and sexuality of Chirlane McCray ONCE but someone the same person who removed the factual information I provided under Charter Schools was incredibly rude and stated it was vandalism and reported it How can this be and why are these descriptions considered negative Who decides what is reverted On Chirlane McCrays own Wikipedia site the word black I prefer African American is mentioned SIX times and her sexuality is mentioned over and over again These are not assertions at all and can be referenced by an approved Wikipedia site and Chirlane McCrays own important writings What is the problem,0,0
Please stop adding nonsense to Wikipedia It is considered vandalism If you would like to experiment use the sandbox Thank you,0,0
Well I will use my user page then dont tell meyour gonna remove it too because that will piss me off and drive me nuts Also I am not making a personal ttack on Jimmy wales I am saying he is a bit to greedy dont you think Hes got million dollars already and now hes asking for more,0,0
I thought I would offer you some advise aswell No WikipediaEdit warring No arguing with WikipediaAdministrators May I also remind you of the threerevertrule,0,0
Its also expressly against guidelines to sneak in disallowed links in the discussion section as Froman has done with his YouTube propaganda link above but as evidenced throughout this page the rules dont seem to be applied to Froman Why dont you just go whole hog and add it to Feiths main page There are plenty of unencyclopedic sources there now and no admin seems to have a problem with any link anonymous left wing blogs whatever you care to use seems to be fair game for Froman,0,0
Deletion of Account Ok Blueboy Editing from L GNG L has been disabled by Blueboy for the following reasons Came back from hour block and picked it right back up again and judging by history not likely to get it for this this is to call attention to a topic which was resolved before any of the matters were addressed there are moderators deleting Wikipedia History items and moderator BorgQueens edit of Cuisine of Hawaii was simply a provocation and nothing more I am a reknowned Chef of Pacific Rim Cuisine and the Cuisine of Hawaii and the Cuisine of Hawaii is NOT local plate lunch that is like saying the cuisine of Mexico is Frozen Burritos or that the Cuisine of Canada is Starbucks pastries or that the Cuisine of America is McDonalds Its Slanderous Vicious and Spiteful the main point here is WHY did the admin in question DELETE THE HISTORY and no it is NOT Resolved until that problem is addressed and I TRIED discussing it with that user directly and my account was LOCKED THAT USER IS NOT OPEN FOR DISCUSSION OR DDEBATE THAT ADMIN SUFFERS THE GODCOMPLEX AND LOVCKED ME FROM EVEN EDITING MY OWN PAGE HENCE THE REASON I HAD TO WAIT TO BE UNBANNED TO POST HERE AND I AM NOT LEVING HERE TO BACK AND BECOME CORRUPTADMIN FODDER BACK AON THE TOPIC PAGE UNTIL THIUS MATTER IS RESOLVED BETWEEN BORGQUEEN AND MYSELF AS i I WILL NOT SUBJEGATE MYSELF TO ANY FURTHER DISCRIMINATION HAZING OR PERSONAL VENDETTAS Not likely to get it eh buddy listen up You will delete my User page and account from the wiki grommet you are not going to lock me and keep my name content or profile I am out of this facade which is Wikipedia for good delete it all NOW grommet,0,0
listas Sabina of Bavaria,0,0
Bad Redirect Please remove the redirect from the XC page that aircraft was distinctly different in design builder mission etc and restore that aircrafts unique content to its page,0,0
more info Thanks for entering this article There are a few errors which I have corrected It would have been nice if you had not simply cut and pasted the text from the Clear Lake article,0,0
His name was Troy Tedford not Troy Telford I am looking at his orginal Discharge papers right now I also have his orginal purple heart with olc The man was a war hero in the biggest World War ever I myself am a Historian History degree recieved Dec of from ATU,0,0
It is interesting to note that both aircraft landed at the same airfield in Hawaii,0,0
Thanks for fixing that Again an exquisite picture,0,0
and I would like to clamp down on them,0,0
and man has also created new words even after modern languages have already been established,0,0
Its in the History or more conveniently in your own contribs Thank you for the explanation but that wasnt a big deal I was more upset by your second postwaving me off with a sneer about growing a thicker skin and a fingerwaggle about profanitytreating me as an insensate piece of internet polemic rather than a fellow human attempting to give an honest account of herself An account which Mackensen promptly removed as you say Well I understand that trying to contribute to the workshop was a bad idea in the first placerunning full tilt into Tony Sidaway after managing to avoid him on IRC for a whole month to the immeasureable improvement of my quality of life Anyway Ive always seen you as somebody who stands up for the underdog I remember praising your addition of this edit to the Harassment guidelineand I was sad to see there was no mutuality of respect talk,0,0
some type and are on a soap box,0,0
Yes they are indeed Ive replaced that second one with a summary of Womens rights talk,0,0
Anyone can do an intext search for and and see the article does not rely mainly on one source the publisher In fact the grand total of two citations referencing the publisher are for purefacts issues such as the number of items that are in the parts library,0,0
Gore response Can anybody find Gores response to Bushs malaprop Why didnt Gore as the inventor of the darn thing club him silly after that one,0,0
Pls give a reply yes or no,0,0
Neither of the two added cites support the assertion Misconception Hyphens and dashes are the same glyphs It remains unsourced and as near as I can tell theres only one person making this claim despite all the claims of consensus Unsourced material gets removed Thats wiki policy Ive given you a month to find a source or reword the entry so that it reflects what the sources actually say Im restoring the citation needed tag and if theres no source in a day or so the entry will be removed,0,0
a short summary of referencing essentials FAQs for organizations I noticed youve also disclosed an association with Frank on your userpage thanks for that It makes working with you and knowing where youre coming from a lot easier If you have any questions about my review of your article do feel free to leave me a message or send me an email Cheers sonia,0,0
For your information you have already been reported Fairminded Talk about yourself and your refusal to allow for relevant information which is factual from being posted You are obviously the biased party and an inappropriate representative for Wikipedia,0,0
Same for FileSeanKilpatrickjpg and FileConnorBarwinCincypng,0,0
Y r we doing this Pat,0,0
Thanks for the copyedit OMG it reads so professional I appreciate it a lot Yeah I knew that that would be a problem Okay heres the back story to it Danny had body paint while he was a robot during a sketch During the after party in which the theme was a black light one everybody could see that Danny still had paint on him as it hadnt washed off or something To be sure Jack had a black light switch in his apartment and when Liz came in he turned it on which resulted in Liz having the paint all over her see here Or if whatever I just said doesnt make sense read here and here about the paint still on Danny and the black light attack Yeah I thought maybe if people saw that the GA note they wont leave me a message Though that didnt work as a user left me a message regarding an article I reviewed This has to work in the future Im a have to make it better I still havent gotten the chance to see it but I have to see it I need to know what happened and stuff Well after I got the news that he lost I started watching his DVD and telling myself that Ill never see his wrestling moves again I didnt cry I was just sad The night on Raw I lost it and cried Whatever I didnt think that was cool Shawn didnt mind but I did Not really I still dont see that face like quality to him I think theyll play Randy out like Triple H you know good with the crowd but still have him heelish Maybe cause all the new people are heel and they need some faces who knows Speaking of Randy todays his birthday turned Well if you remember his first punted victim was Shawn so nice to see that he did that to Cody all in the storyline Nici You are welcome for Danielson and Miz I guess Hit,0,0
if width stylebackgroundtransparent width stylebackgroundcolor stylewidth borderpx solid backgroundcolor verticalaligntop Hello Lceliku and Welcome to Wikipedia Please remember to sign your name on talk pages by clicking or using four tildes this will automatically produce your username and the date Also please do your best to always fill in the edit summary field Below are some useful links to facilitate your involvement Happy editing width stylebackgroundcolor stylewidth border backgroundcolor verticalaligntop Getting started Introduction The five pillars of Wikipedia How to edit a page Intuitive guide to Wikipedia Finding your way around Table of contents Department directory Editing articles How to develop an article Manual of Style stylewidth border backgroundcolor verticalaligntop width cellpadding styleverticalaligntop backgroundcolor Getting help stylecolor Frequently asked questions Cheatsheet Where to ask a question Help pages New contributors help page Article Wizard a Wizard to help you create articles,0,0
I dont know how that got to be but im a big supporter of the Xfiles and ive like seen almost every episode and not once did it mention Mulder being the father of Scully baby Cant have watched very carefully can you William being Mulders son is frequently referenced to in the final episode Just off the top of my head Guard What are you thinking about Mulder My son His mother Scully Our son Mulder I gave him up Our son I was so afraid you could never forgive me Not to mention the meaningful looks that Mulder and Scully give each other when the officiator at the hearing asks Agent Scully isnt it true that you and Mulder were lovers and you got pregnant and had his love child,0,0
Citation RfSaumur v The City of Quebec SCR EndorsementRosemary deCaires,0,0
Education PLEASE keep the list of colleges in Pittsburgh a list of colleges IN Pittsburgh If you are not familar with the area dont edit this list Greensburg Washington McCandless and California are NOT in Pittsburgh Please dont be offended when I enforce this Also a Pittsburgh mailing address does not mean that the school is in Pittsburgh The address extends far in some place a minute ride away Thanks,0,0
Until you find the way to put the cites that were in the page back I am throught here,0,0
We descendants of Otman Baba trough Mehmed Ali Karako are Sunni Muslims and not Alevis,0,0
Could you clarify Do you want me to start an RFC I dont see that one was listed in the page history of TalkRasmussen Reports,0,0
You beat me to it Just wanted to say good work for beating me to the revert on the Ned Kelly article I always enjoy it when I know someone else is on the hunt for vandals Happy Hunting Cheers Pro,0,0
You removed the link to the same references used in the health study which say that a reduced use of the MMR vaccine is why Waldorf kids have fewer allergies from the section on immunizations WTF Would data from the whole of California count for you The private and public Waldorf schools in California have Personal Belief Exemption rates of to of their kindergarten classes Regardless of what the official position is and I assert here but would not do so in the article that the official position was a lie in order for Waldorf education to not appear like a complete cult Waldorf students are grossly under vaccinated That fact should be in the article,0,0
Thanks for that Ill take a deep breath and have a go at an intro tomorrow I identified the source of the phrase London over the border and showed that the boundary is contested in the footnote Ive clarified the diaspora section and will justify the statements by reference to the Victoria History articles on West Ham and East Ham Hopefully Ill struggle to a justification without substantially changing the outcome of the previous discussions Then move onto to standardising the references probably section by section,0,0
German Article of the day Dear Jimbo German wikipedia is proud to present the article of the day Really thrilling really amazing worth a glimpse You might improve your German reading it theres a lot to learn Yours sincerly,0,0
I agree like I aready have stated that this is peripheral to main article But nevertheless important because I merely underlienes the mythomania propagated by both sides My only interest here is historical reality Dab why dont you actually analyze the situation rather than offerring your usual smartalec remarks Lontechs arguements have been shot to pieces summarily and everytime this happens he engages in tangential and irrational behaviour Commonsense will tell you there was no longlasting state or kingdom in Dardania before Roman times We cant just allow the intro paragraph to read like some KLA recruiting website,0,0
I found one Sort of anyhow The web site for JewsForLifeorg isnt loading but I have an article from them in a Catholic source Im going to remove the erroneous sentence now In hindsight it would have been great if this minor content issue could have been resolved with references in the first place,0,0
I have provided plenty of reference materials yet you have provided none All writings in Chamar section have comes from sources that are verifiable Yet you have provided none You are the one with the ECCENTRIC IDIOLOGY You still have not provided ANY VERIFIABLE sources to show that RAMDASIA and CHAMAR are different Chamars that took up weaving are known as RAMDASIAs A simple google search on RAMDASIA CHAMAR will provide you with countless links bal,0,0
Block evading IP blocked Guy,0,0
I see that it has a number of citations on PubMed,0,0
I should add here for any admin considering that I was blocked for hours by userSarek of Vulcan weeks ago so there is more background if thats relevant and I should have learned my lesson then Pax talk,0,0
Change of Username Usurpations request Request Still In Progress Mbm Mmitra Hi I have requested for Change of Username using Usurpations from Mbm Mmitra Its almost days from the date of request but still it shows In progress i would like to know how much time does it takes to complete the request and how long would it take to complete Please reply as soon as possible Thank You Link Mbm Mmitra,0,0
UTC December,0,0
Because otherwise is POV look at Flemish linguistics case,0,0
Yes mainsprings are used in some clocks as well Please feel free to be bold and help improve the article,0,0
getting normal term is used by a German politician by the way I got it from there,0,0
Keep the original title at Xbox although you can have additional likes like XBOX and Xbox that redirect to this article,0,0
The problem is that people keep trying to state that BSAs policies are this and that There is no policy that says homosexual scouts cannot be members To state otherwise is a lie and OR Just be it is a contraversy page doesnt allow you state lies or add OR you can list things as misinterpretations of the rules and things like that but it you try to say scouting does this or scouting does that then you need to be sure scouting actually says that Even the misinterpretations of the rules need sources Just because an editor might misinterprete the rules doesnt mean anyone in mainstream has Can you find a source for somewhere where a homosexual youth was removed from the program just for being a openly homosexual youth Then insert it Unless you have it or an actual policy from BSA that says you cant be an openly homosexual youth member then what is being added is OR,0,0
Level message Hello and thank you for experimenting with Wikipedia Your test worked and it has been reverted or removed Please use the sandbox for any other tests you may wish to do I encourage you to also take a look at the welcome page to learn more about contributing to our encyclopedia Thank you for your interest in Wikipedia,0,0
Im focussing on doing science at the moment leading the revolution,0,0
Another question does this style information stripping occur only whenever a shape itself is edited or for less intrusive edits such as moving a shape around If even highlighting and selecting the shape in Inkscape makes it unusable then I shouldnt even be messing with Inkscape at all,0,0
Article about Ed Morrissey Hi Ive just moved our article about Ed Morrissey and Captains Quarters to Ed Morrissey and started bringing it up to date Would you be able to take a look at it and please fix any defects you spot Thanks CWC,0,0
I can see that you have been running around several TALK pages accusing me and several others of EDIT WARS Please go on and prove the same or else you will be the first one to be blocked Moreover you cannot prove your POV and when defeated going around making accusations is a good way out Communist,0,0
Yes I received the confirmation email on with username my emailaddress and password Uuuh it was,0,0
I am currently blocked from editing so I will be unable to add that tag however I did take that picture,0,0
Its an unsourced aesthetic opinion and therefore violates WPNOR andor WPNPOV,0,0
ImagePopclassicjpg I have tagged ImagePopclassicjpg as because it does not provide a fair use rationale If you believe the image to be acceptable for fair use according to Wikipedia policy please provide a rationale explaining as much in accordance with the fair use rationale guideline on the image description page Please also consider using or one of the other tags listed at WikipediaImage copyright tagsFairuse Thank you Man,0,0
How adorably disingenuous,0,0
Orangemike Time to move on to collateral targets I suggest UserFisherQueen the girl who protected him,0,0
Windows Phone upgradeability Hi Gregory I reverted your change on the Windows phone article Neither Microsoft nor its partners have made any official statements on whether devices running Windows Phone will be upgradeable to Windows Phone The references given by another user are blogs that are relying on Hearsay,0,0
Btw whatever decision an adminstration wish to take He should remember that this block is too harsh given that it is his first violation since he joined wikipedia,0,0
Ive tried to be as objective as possible and treat the author in my head as someone whos first tongue is not English I think Davies is borderline notable but the article is not I spent an hour googling Davies earlier today and found nothing except that he has translated a lot of stuff Well I have done a lot of stuff in my life Im even borderline notable in a small field but nothing to warrant an article on me especially one that precisley nothing links to like this one Frankly I hope the author just makes it notable Ill respond to him with gentlemanly politesse but I cant help him any further,0,0
Shiny things What a Brilliant Idea Barnstar For actively seeking every possible way to help other users especially those I honestly didnt think would work but did I hereby award c,0,0
Will you make the change to both engineering articles,0,0
Thanks and I apologize for my comment Id like you to know that I understand your position Nov UTC,0,0
Appearance in historical fiction The young Richard Steele appears as a character in William Makepeace Thackerays novel Henry Esmond Is this appropriate to mention in the article do yall reckon,0,0
CU and Scibaby Why are you wasting time CUing Scibaby accounts which are WPDUCK I am just indef blocking them on sight but the CU request makes reference to some politics which I dont know about talk,0,0
Per WPAE you have been blocked indefinitely for persistent disruption to the project including vandalism disruptive editing and sock puppetry as per WikipediaRequests for arbitrationMacedoniaDiscretionary sanctions If you believe this block is unjustified please request one in the normal manner talk,0,0
Im sure if you worked on articles other than Arcayne youd do fine You two seem to have a problem with each other so why do you seek him out and edit where he does xenotalk,0,0
Sorry about the edit conflict Im glad you were able to salvage my edits As to your question about structuring yes I think we will have to think of a way to divide the article into sections and subsections Also the intro may need some fleshing out before confronting the reader with technical terms like dendrite and axon I will look at it Smithfarm Apr UTC Very cool Happy to hear you are still on the article I will also do some research to extend it talk contr Apr UTC,0,0
